,AÑO,INEGI,NOM_ENTDIAD,NOM_MUNICIPIO,MODALIDAD,SUBTIPO_CRIMEN,ID_ENTIDAD,ID_MUNICIPIO,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE,TOTAL_ROBOS_AÑO,CVEGEO,CVE_ENT,CVE_MUN,NOMGEO
1399,2017,20402,OAXACA,SANTA MARIA CORTIJO,ROBO COMUN,A NEGOCIO,20,402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20402,20,402,Santa María Cortijo
1433,2017,20436,OAXACA,SANTA MARIA TEXCATITLAN,ROBO COMUN,A NEGOCIO,20,436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20436,20,436,Santa María Texcatitlán
1432,2017,20435,OAXACA,SANTA MARIA TEPANTLALI,ROBO COMUN,A NEGOCIO,20,435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20435,20,435,Santa María Tepantlali
1430,2017,20433,OAXACA,SANTA MARIA TEMAXCALTEPEC,ROBO COMUN,A NEGOCIO,20,433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20433,20,433,Santa María Temaxcaltepec
1429,2017,20432,OAXACA,SANTA MARIA TEMAXCALAPA,ROBO COMUN,A NEGOCIO,20,432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20432,20,432,Santa María Temaxcalapa
1425,2017,20428,OAXACA,SANTA MARIA QUIEGOLANI,ROBO COMUN,A NEGOCIO,20,428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20428,20,428,Santa María Quiegolani
1424,2017,20427,OAXACA,SANTA MARIA PETAPA,ROBO COMUN,A NEGOCIO,20,427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20427,20,427,Santa María Petapa
1423,2017,20426,OAXACA,SANTA MARIA PEÑOLES,ROBO COMUN,A NEGOCIO,20,426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20426,20,426,Santa María Peñoles
1422,2017,20425,OAXACA,SANTA MARIA PAPALO,ROBO COMUN,A NEGOCIO,20,425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20425,20,425,Santa María Pápalo
1421,2017,20424,OAXACA,SANTA MARIA OZOLOTEPEC,ROBO COMUN,A NEGOCIO,20,424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20424,20,424,Santa María Ozolotepec
1420,2017,20423,OAXACA,SANTA MARIA NDUAYACO,ROBO COMUN,A NEGOCIO,20,423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20423,20,423,Santa María Nduayaco
1419,2017,20422,OAXACA,SANTA MARIA NATIVITAS,ROBO COMUN,A NEGOCIO,20,422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20422,20,422,Santa María Nativitas
1417,2017,20420,OAXACA,SANTA MARIA LACHIXIO,ROBO COMUN,A NEGOCIO,20,420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20420,20,420,Santa María Lachixío
1416,2017,20419,OAXACA,SANTA MARIA JALTIANGUIS,ROBO COMUN,A NEGOCIO,20,419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20419,20,419,Santa María Jaltianguis
1414,2017,20417,OAXACA,SANTA MARIA JACATEPEC,ROBO COMUN,A NEGOCIO,20,417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20417,20,417,Santa María Jacatepec
1413,2017,20416,OAXACA,SANTA MARIA IXCATLAN,ROBO COMUN,A NEGOCIO,20,416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20416,20,416,Santa María Ixcatlán
1412,2017,20415,OAXACA,SANTA MARIA IPALAPA,ROBO COMUN,A NEGOCIO,20,415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20415,20,415,Santa María Ipalapa
1411,2017,20414,OAXACA,SANTA MARIA HUAZOLOTITLAN,ROBO COMUN,A NEGOCIO,20,414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20414,20,414,Santa María Huazolotitlán
1409,2017,20412,OAXACA,SANTA MARIA GUIENAGATI,ROBO COMUN,A NEGOCIO,20,412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20412,20,412,Santa María Guienagati
1408,2017,20411,OAXACA,SANTA MARIA GUELACE,ROBO COMUN,A NEGOCIO,20,411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20411,20,411,Santa María Guelacé
1407,2017,20410,OAXACA,SANTA MARIA ECATEPEC,ROBO COMUN,A NEGOCIO,20,410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20410,20,410,Santa María Ecatepec
1405,2017,20408,OAXACA,SANTA MARIA DEL ROSARIO,ROBO COMUN,A NEGOCIO,20,408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20408,20,408,Santa María del Rosario
1403,2017,20406,OAXACA,SANTA MARIA CHILCHOTLA,ROBO COMUN,A NEGOCIO,20,406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20406,20,406,Santa María Chilchotla
1402,2017,20405,OAXACA,VILLA DE CHILAPA DE DIAZ,ROBO COMUN,A NEGOCIO,20,405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20405,20,405,Villa de Chilapa de Díaz
1434,2017,20437,OAXACA,SANTA MARIA TLAHUITOLTEPEC,ROBO COMUN,A NEGOCIO,20,437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20437,20,437,Santa María Tlahuitoltepec
1435,2017,20438,OAXACA,SANTA MARIA TLALIXTAC,ROBO COMUN,A NEGOCIO,20,438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20438,20,438,Santa María Tlalixtac
1437,2017,20440,OAXACA,SANTA MARIA TOTOLAPILLA,ROBO COMUN,A NEGOCIO,20,440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20440,20,440,Santa María Totolapilla
1451,2017,20454,OAXACA,SANTIAGO ATITLAN,ROBO COMUN,A NEGOCIO,20,454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20454,20,454,Santiago Atitlán
1463,2017,20466,OAXACA,SANTIAGO IXTAYUTLA,ROBO COMUN,A NEGOCIO,20,466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20466,20,466,Santiago Ixtayutla
1462,2017,20465,OAXACA,SANTIAGO IXCUINTEPEC,ROBO COMUN,A NEGOCIO,20,465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20465,20,465,Santiago Ixcuintepec
1461,2017,20464,OAXACA,SANTIAGO IHUITLAN PLUMAS,ROBO COMUN,A NEGOCIO,20,464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20464,20,464,Santiago Ihuitlán Plumas
1460,2017,20463,OAXACA,SANTIAGO HUAUCLILLA,ROBO COMUN,A NEGOCIO,20,463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20463,20,463,Santiago Huauclilla
1458,2017,20461,OAXACA,SANTIAGO DEL RIO,ROBO COMUN,A NEGOCIO,20,461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20461,20,461,Santiago del Río
1457,2017,20460,OAXACA,SANTIAGO CHOAPAM,ROBO COMUN,A NEGOCIO,20,460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20460,20,460,Santiago Choápam
1456,2017,20459,OAXACA,SANTIAGO CHAZUMBA,ROBO COMUN,A NEGOCIO,20,459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20459,20,459,Villa de Santiago Chazumba
1455,2017,20458,OAXACA,SANTIAGO COMALTEPEC,ROBO COMUN,A NEGOCIO,20,458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20458,20,458,Santiago Comaltepec
1454,2017,20457,OAXACA,SANTIAGO CAMOTLAN,ROBO COMUN,A NEGOCIO,20,457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20457,20,457,Santiago Camotlán
1452,2017,20455,OAXACA,SANTIAGO AYUQUILILLA,ROBO COMUN,A NEGOCIO,20,455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20455,20,455,Santiago Ayuquililla
1450,2017,20453,OAXACA,SANTIAGO ASTATA,ROBO COMUN,A NEGOCIO,20,453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20453,20,453,Santiago Astata
1438,2017,20441,OAXACA,SANTA MARIA XADANI,ROBO COMUN,A NEGOCIO,20,441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20441,20,441,Santa María Xadani
1448,2017,20451,OAXACA,SANTIAGO APOALA,ROBO COMUN,A NEGOCIO,20,451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20451,20,451,Santiago Apoala
1447,2017,20450,OAXACA,SANTIAGO AMOLTEPEC,ROBO COMUN,A NEGOCIO,20,450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20450,20,450,Santiago Amoltepec
1446,2017,20449,OAXACA,SANTA MARIA ZOQUITLAN,ROBO COMUN,A NEGOCIO,20,449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20449,20,449,Santa María Zoquitlán
1445,2017,20448,OAXACA,SANTA MARIA ZANIZA,ROBO COMUN,A NEGOCIO,20,448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20448,20,448,Santa María Zaniza
1444,2017,20447,OAXACA,SANTA MARIA ZACATEPEC,ROBO COMUN,A NEGOCIO,20,447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20447,20,447,Santa María Zacatepec
1443,2017,20446,OAXACA,SANTA MARIA YUCUHITI,ROBO COMUN,A NEGOCIO,20,446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20446,20,446,Santa María Yucuhiti
1442,2017,20445,OAXACA,SANTA MARIA YOSOYUA,ROBO COMUN,A NEGOCIO,20,445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20445,20,445,Santa María Yosoyúa
1441,2017,20444,OAXACA,SANTA MARIA YOLOTEPEC,ROBO COMUN,A NEGOCIO,20,444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20444,20,444,Santa María Yolotepec
1440,2017,20443,OAXACA,SANTA MARIA YAVESIA,ROBO COMUN,A NEGOCIO,20,443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20443,20,443,Santa María Yavesía
1439,2017,20442,OAXACA,SANTA MARIA YALINA,ROBO COMUN,A NEGOCIO,20,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20442,20,442,Santa María Yalina
1401,2017,20404,OAXACA,SANTA MARIA CHACHOAPAM,ROBO COMUN,A NEGOCIO,20,404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20404,20,404,Santa María Chachoápam
1397,2017,20400,OAXACA,SANTA MARIA CAMOTLAN,ROBO COMUN,A NEGOCIO,20,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20400,20,400,Santa María Camotlán
1467,2017,20470,OAXACA,SANTIAGO LACHIGUIRI,ROBO COMUN,A NEGOCIO,20,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20470,20,470,Santiago Lachiguiri
1395,2017,20398,OAXACA,AYOQUEZCO DE ALDAMA,ROBO COMUN,A NEGOCIO,20,398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20398,20,398,Ayoquezco de Aldama
1363,2017,20366,OAXACA,SANTA CATARINA LOXICHA,ROBO COMUN,A NEGOCIO,20,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20366,20,366,Santa Catarina Loxicha
1362,2017,20365,OAXACA,SANTA CATARINA LACHATAO,ROBO COMUN,A NEGOCIO,20,365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20365,20,365,Santa Catarina Lachatao
1359,2017,20362,OAXACA,SANTA CATARINA CUIXTLA,ROBO COMUN,A NEGOCIO,20,362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20362,20,362,Santa Catarina Cuixtla
1358,2017,20361,OAXACA,SANTA CATALINA QUIERI,ROBO COMUN,A NEGOCIO,20,361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20361,20,361,Santa Catalina Quierí
1357,2017,20360,OAXACA,SANTA ANA ZEGACHE,ROBO COMUN,A NEGOCIO,20,360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20360,20,360,Santa Ana Zegache
1356,2017,20359,OAXACA,SANTA ANA YARENI,ROBO COMUN,A NEGOCIO,20,359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20359,20,359,Santa Ana Yareni
1354,2017,20357,OAXACA,SANTA ANA TAVELA,ROBO COMUN,A NEGOCIO,20,357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20357,20,357,Santa Ana Tavela
1353,2017,20356,OAXACA,SANTA ANA DEL VALLE,ROBO COMUN,A NEGOCIO,20,356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20356,20,356,Santa Ana del Valle
1352,2017,20355,OAXACA,SANTA ANA CUAUHTEMOC,ROBO COMUN,A NEGOCIO,20,355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20355,20,355,Santa Ana Cuauhtémoc
1351,2017,20354,OAXACA,SANTA ANA ATEIXTLAHUACA,ROBO COMUN,A NEGOCIO,20,354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20354,20,354,Santa Ana Ateixtlahuaca
1350,2017,20353,OAXACA,SANTA ANA,ROBO COMUN,A NEGOCIO,20,353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20353,20,353,Santa Ana
1349,2017,20352,OAXACA,SAN SIMON ZAHUATLAN,ROBO COMUN,A NEGOCIO,20,352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20352,20,352,San Simón Zahuatlán
1348,2017,20351,OAXACA,SAN SIMON ALMOLONGAS,ROBO COMUN,A NEGOCIO,20,351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20351,20,351,San Simón Almolongas
1346,2017,20349,OAXACA,SAN SEBASTIAN TEITIPAC,ROBO COMUN,A NEGOCIO,20,349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20349,20,349,San Sebastián Teitipac
1345,2017,20348,OAXACA,SAN SEBASTIAN TECOMAXTLAHUACA,ROBO COMUN,A NEGOCIO,20,348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20348,20,348,San Sebastián Tecomaxtlahuaca
1344,2017,20347,OAXACA,SAN SEBASTIAN RIO HONDO,ROBO COMUN,A NEGOCIO,20,347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20347,20,347,San Sebastián Río Hondo
1343,2017,20346,OAXACA,SAN SEBASTIAN NICANANDUTA,ROBO COMUN,A NEGOCIO,20,346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20346,20,346,San Sebastián Nicananduta
1342,2017,20345,OAXACA,SAN SEBASTIAN IXCAPA,ROBO COMUN,A NEGOCIO,20,345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20345,20,345,San Sebastián Ixcapa
1341,2017,20344,OAXACA,SAN SEBASTIAN COATLAN,ROBO COMUN,A NEGOCIO,20,344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20344,20,344,San Sebastián Coatlán
1340,2017,20343,OAXACA,SAN SEBASTIAN ABASOLO,ROBO COMUN,A NEGOCIO,20,343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20343,20,343,San Sebastián Abasolo
1338,2017,20341,OAXACA,SAN PEDRO YUCUNAMA,ROBO COMUN,A NEGOCIO,20,341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20341,20,341,San Pedro Yucunama
1337,2017,20340,OAXACA,SAN PEDRO Y SAN PABLO TEQUIXTEPEC,ROBO COMUN,A NEGOCIO,20,340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20340,20,340,San Pedro y San Pablo Tequixtepec
1334,2017,20337,OAXACA,SAN PEDRO Y SAN PABLO AYUTLA,ROBO COMUN,A NEGOCIO,20,337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20337,20,337,San Pedro y San Pablo Ayutla
1364,2017,20367,OAXACA,SANTA CATARINA MECHOACAN,ROBO COMUN,A NEGOCIO,20,367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20367,20,367,Santa Catarina Mechoacán
1365,2017,20368,OAXACA,SANTA CATARINA MINAS,ROBO COMUN,A NEGOCIO,20,368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20368,20,368,Santa Catarina Minas
1366,2017,20369,OAXACA,SANTA CATARINA QUIANE,ROBO COMUN,A NEGOCIO,20,369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20369,20,369,Santa Catarina Quiané
1381,2017,20384,OAXACA,SANTA CRUZ XITLA,ROBO COMUN,A NEGOCIO,20,384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20384,20,384,Santa Cruz Xitla
1393,2017,20396,OAXACA,SANTA MARIA LA ASUNCION,ROBO COMUN,A NEGOCIO,20,396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20396,20,396,Santa María la Asunción
1392,2017,20395,OAXACA,SANTA MARIA APAZCO,ROBO COMUN,A NEGOCIO,20,395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20395,20,395,Santa María Apazco
1391,2017,20394,OAXACA,SANTA MARIA ALOTEPEC,ROBO COMUN,A NEGOCIO,20,394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20394,20,394,Santa María Alotepec
1390,2017,20393,OAXACA,SANTA LUCIA OCOTLAN,ROBO COMUN,A NEGOCIO,20,393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20393,20,393,Santa Lucía Ocotlán
1389,2017,20392,OAXACA,SANTA LUCIA MONTEVERDE,ROBO COMUN,A NEGOCIO,20,392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20392,20,392,Santa Lucía Monteverde
1388,2017,20391,OAXACA,SANTA LUCIA MIAHUATLAN,ROBO COMUN,A NEGOCIO,20,391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20391,20,391,Santa Lucía Miahuatlán
1386,2017,20389,OAXACA,SANTA INES YATZECHE,ROBO COMUN,A NEGOCIO,20,389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20389,20,389,Santa Inés Yatzeche
1385,2017,20388,OAXACA,SANTA INES DEL MONTE,ROBO COMUN,A NEGOCIO,20,388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20388,20,388,Santa Inés del Monte
1384,2017,20387,OAXACA,SANTA GERTRUDIS,ROBO COMUN,A NEGOCIO,20,387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20387,20,387,Santa Gertrudis
1383,2017,20386,OAXACA,SANTA CRUZ ZENZONTEPEC,ROBO COMUN,A NEGOCIO,20,386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20386,20,386,Santa Cruz Zenzontepec
1380,2017,20383,OAXACA,SANTA CRUZ TAYATA,ROBO COMUN,A NEGOCIO,20,383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20383,20,383,Santa Cruz Tayata
1367,2017,20370,OAXACA,SANTA CATARINA TAYATA,ROBO COMUN,A NEGOCIO,20,370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20370,20,370,Santa Catarina Tayata
1379,2017,20382,OAXACA,SANTA CRUZ TACAHUA,ROBO COMUN,A NEGOCIO,20,382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20382,20,382,Santa Cruz Tacahua
1377,2017,20380,OAXACA,SANTA CRUZ PAPALUTLA,ROBO COMUN,A NEGOCIO,20,380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20380,20,380,Santa Cruz Papalutla
1376,2017,20379,OAXACA,SANTA CRUZ NUNDACO,ROBO COMUN,A NEGOCIO,20,379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20379,20,379,Santa Cruz Nundaco
1375,2017,20378,OAXACA,SANTA CRUZ MIXTEPEC,ROBO COMUN,A NEGOCIO,20,378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20378,20,378,Santa Cruz Mixtepec
1374,2017,20377,OAXACA,SANTA CRUZ ITUNDUJIA,ROBO COMUN,A NEGOCIO,20,377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20377,20,377,Santa Cruz Itundujia
1373,2017,20376,OAXACA,SANTA CRUZ DE BRAVO,ROBO COMUN,A NEGOCIO,20,376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20376,20,376,Santa Cruz de Bravo
1371,2017,20374,OAXACA,SANTA CRUZ ACATEPEC,ROBO COMUN,A NEGOCIO,20,374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20374,20,374,Santa Cruz Acatepec
1370,2017,20373,OAXACA,SANTA CATARINA ZAPOQUILA,ROBO COMUN,A NEGOCIO,20,373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20373,20,373,Santa Catarina Zapoquila
1369,2017,20372,OAXACA,SANTA CATARINA YOSONOTU,ROBO COMUN,A NEGOCIO,20,372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20372,20,372,Santa Catarina Yosonotú
1368,2017,20371,OAXACA,SANTA CATARINA TICUA,ROBO COMUN,A NEGOCIO,20,371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20371,20,371,Santa Catarina Ticuá
1465,2017,20468,OAXACA,SANTIAGO JOCOTEPEC,ROBO COMUN,A NEGOCIO,20,468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20468,20,468,Santiago Jocotepec
1468,2017,20471,OAXACA,SANTIAGO LALOPA,ROBO COMUN,A NEGOCIO,20,471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20471,20,471,Santiago Lalopa
1077,2017,20080,OAXACA,SAN AGUSTIN AMATENGO,ROBO COMUN,A NEGOCIO,20,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20080,20,80,San Agustín Amatengo
1530,2017,20533,OAXACA,SANTO TOMAS TAMAZULAPAN,ROBO COMUN,A NEGOCIO,20,533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20533,20,533,Santo Tomás Tamazulapan
1572,2017,21005,PUEBLA,ACTEOPAN,ROBO COMUN,A NEGOCIO,21,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21005,21,5,Acteopan
1566,2017,20569,OAXACA,SANTA INES DE ZARAGOZA,ROBO COMUN,A NEGOCIO,20,569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20569,20,569,Santa Inés de Zaragoza
1565,2017,20568,OAXACA,ZAPOTITLAN PALMAS,ROBO COMUN,A NEGOCIO,20,568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20568,20,568,Zapotitlán Palmas
